date,text,sentiment,mood,clean_text,city,temp,humidity,weather
2009-05-02 05:12:22,eatin an icecream ,4,happy,eatin an icecream ,Mumbai,27.72,82,Clouds
2009-06-01 17:52:24,"@FifthSenseNYC I'll be giving the Mark Birley a wear later this week, even though I'm not a &quot;quiet man&quot;. ",4,happy, ill be giving the mark birley a wear later this week even though im not a quotquiet manquot ,Bangalore,23.83,77,Clouds
2009-05-31 10:37:46,happy birthday to andy hurley ,4,happy,happy birthday to andy hurley ,Chennai,29.34,81,Clouds
2009-05-30 11:22:25,Hangin with my bestie suzi ,4,happy,hangin with my bestie suzi ,Kolkata,28.74,81,Clouds
2009-05-29 15:52:07," FML.. today sucks.. i just hope the dance will bring my soul up.. i pray, but im still sad..i hateee todayyyyyy!!! &gt;;(",0,sad, fml today sucks i just hope the dance will bring my soul up i pray but im still sadi hateee todayyyyyy gt,Hyderabad,23.13,89,Clouds
2009-05-31 07:15:54,But I will follow ,4,happy,but i will follow ,Pune,24.11,72,Clouds
2009-05-30 19:41:23,I'm saying good bye to a good friend tonight... kinda sad ,0,sad,im saying good bye to a good friend tonight kinda sad ,Ahmedabad,31.42,58,Clouds
2009-06-01 17:26:06,my last nite in work for weeks.....ah im in such good humour ,4,happy,my last nite in work for weeksah im in such good humour ,Jaipur,34.37,42,Clouds
2009-06-22 15:44:18,"My Sonic skills have not improved... Running, fine. Spinning, awesome. Jump from platform to platform? The fail whale grabs me ",0,sad,my sonic skills have not improved running fine spinning awesome jump from platform to platform the fail whale grabs me ,Lucknow,29.99,69,Clouds
2009-06-17 01:05:46,"saw a red balloon flying outside my window. somewhere out there, a kid must be crying because the wind blew his balloon away... ",0,sad,saw a red balloon flying outside my window somewhere out there a kid must be crying because the wind blew his balloon away ,Delhi,34.12,51,Clouds
2009-06-06 12:33:16,Working today. Closing. 2 - 11. Missing out on Ming's birthday dinner/party. ,0,sad,working today closing    missing out on mings birthday dinnerparty ,Mumbai,27.72,82,Clouds
2009-05-10 02:08:34,@JoshBkelley just wanted to say the youngstown girls miss you  .. &amp; what happened to tell it like it is on itunes? cant find it!,0,sad, just wanted to say the youngstown girls miss you   amp what happened to tell it like it is on itunes cant find it,Bangalore,23.83,77,Clouds
2009-06-15 19:00:13,Ahhh...I finally don't have to keep 5 guys happy...I get waited on tonite ,4,happy,ahhhi finally dont have to keep  guys happyi get waited on tonite ,Chennai,29.34,81,Clouds
2009-06-06 07:32:58,hope you feel better mommy  I love you :X,0,sad,hope you feel better mommy  i love you x,Kolkata,28.74,81,Clouds
2009-05-28 22:30:27,@KandyChazer it is...but i was told i was gonna be entertained and i wasnt ,0,sad, it isbut i was told i was gonna be entertained and i wasnt ,Hyderabad,23.13,89,Clouds
2009-06-05 16:41:09,yay! just realized i'm not driving this trip and can do all the twittering!  ,4,happy,yay just realized im not driving this trip and can do all the twittering  ,Pune,24.11,72,Clouds
2009-06-01 23:06:01,"@amf7 Thank you for reminding me! I actually have something in mind given the date. Hint, it's Star Trek related. ",4,happy, thank you for reminding me i actually have something in mind given the date hint its star trek related ,Ahmedabad,31.42,58,Clouds
2009-05-22 05:06:32,We should have brought a flask with v0dka. Hahaha. ,4,happy,we should have brought a flask with vdka hahaha ,Jaipur,34.37,42,Clouds
2009-05-10 02:43:10,Just got pulled over on 36. I am fucking terrified of cops. My headlights out I guess  mew.,0,sad,just got pulled over on  i am fucking terrified of cops my headlights out i guess  mew,Lucknow,29.99,69,Clouds
2009-06-18 18:06:19,gotta go check/console/convince 2 yo to stay in bed and that he actually WANTS to go to sleep... 20 min nap in car= past his sleep... ,0,sad,gotta go checkconsoleconvince  yo to stay in bed and that he actually wants to go to sleep  min nap in car past his sleep ,Delhi,34.12,51,Clouds
2009-05-31 12:18:33,@cali_g510 ok   I got you!,4,happy, ok   i got you,Mumbai,27.72,82,Clouds
2009-06-15 23:02:01,Changed the background on here. About to go watch 'Mary Shellys Frankenstein'.  Add: http://bit.ly/4Qhlv,4,happy,changed the background on here about to go watch mary shellys frankenstein  add ,Bangalore,23.83,77,Clouds
2009-04-07 00:29:12,"@MANDY_EMMERSON I know you do, Go TEAM GB ",4,happy, i know you do go team gb ,Chennai,29.34,81,Clouds
2009-05-17 11:20:39,"@sdministry Hey scott, Its Ashli from Shelby County, We met when Rick and Mick were in town. How you been? It been awhile ",4,happy, hey scott its ashli from shelby county we met when rick and mick were in town how you been it been awhile ,Kolkata,28.74,81,Clouds
2009-05-10 06:32:10,@temptationdice why did my family decide to have a family gathering?  i see why you hate them. -.-,0,sad, why did my family decide to have a family gathering  i see why you hate them ,Hyderabad,23.13,89,Clouds
2009-06-01 06:52:38,@kerryjor Happy Birthday!  Enjoy the cougar years - roar! ,4,happy, happy birthday  enjoy the cougar years  roar ,Pune,24.11,72,Clouds
2009-06-03 05:17:31,I work 9-6 today with bitch boss ,0,sad,i work  today with bitch boss ,Ahmedabad,31.42,58,Clouds
2009-06-15 07:09:04,  DD has pinkeye...not fun.,0,sad,  dd has pinkeyenot fun,Jaipur,34.37,42,Clouds
2009-05-17 11:06:31,3 little birds pitch by my door step singing sweet songs of melodies pure &amp; true sayin dis is my message 2 you: dont worry about a thing ,4,happy, little birds pitch by my door step singing sweet songs of melodies pure amp true sayin dis is my message  you dont worry about a thing ,Lucknow,29.99,69,Clouds
2009-04-19 06:34:06,Church of the Highlands @ 11:30 in the Bryant Conference Center! BE THERE!   ,4,happy,church of the highlands   in the bryant conference center be there   ,Delhi,34.12,51,Clouds
2009-06-06 00:09:08,Off to london biggin hill ,4,happy,off to london biggin hill ,Mumbai,27.72,82,Clouds
2009-05-18 05:11:19,definitely just failed my exam ,0,sad,definitely just failed my exam ,Bangalore,23.83,77,Clouds
2009-05-31 03:04:10,@Burlesquetron oh sorry I didn't see this tweet further down sorry. unhappy DD = 4 champers 4 me + looking 4 hair dye in back of cupboard ,4,happy, oh sorry i didnt see this tweet further down sorry unhappy dd   champers  me  looking  hair dye in back of cupboard ,Chennai,29.34,81,Clouds
2009-06-05 21:50:32,@laurie_pringle I mention it in the blog post. It's in Vancouver. ,4,happy, i mention it in the blog post its in vancouver ,Kolkata,28.74,81,Clouds
2009-06-05 23:45:11,I am soooo happy!!! ,4,happy,i am soooo happy ,Hyderabad,23.13,89,Clouds
2009-06-05 17:07:24,@Itxi_Itx @th3maw  This is a great conversation.  What else might you do with your sheets during the act of love?  eh?  eh?  ,4,happy,   this is a great conversation  what else might you do with your sheets during the act of love  eh  eh  ,Pune,24.11,72,Clouds
2009-05-29 19:29:10,mark cubans doin handsprings right now- the &quot;punks and thugs&quot; are sinking.. but he's not looking forward to paying dirk's child support. ,0,sad,mark cubans doin handsprings right now the quotpunks and thugsquot are sinking but hes not looking forward to paying dirks child support ,Ahmedabad,31.42,58,Clouds
2009-05-10 20:57:03,@lovelyberries haha you can cuddle with me anytime ,4,happy, haha you can cuddle with me anytime ,Jaipur,34.37,42,Clouds
2009-05-31 05:49:48,had a lovely birthday.  http://plurk.com/p/xedq0,4,happy,had a lovely birthday  ,Lucknow,29.99,69,Clouds
2009-05-31 23:49:17,@judez_xo ugly kids there?  woahh where am i then. ,0,sad, ugly kids there  woahh where am i then ,Delhi,34.12,51,Clouds
2009-05-10 21:19:14,@canadianfamily The best thing about my Mother's Day was my son. And the card my husband got me 'from' our 5.5 week old son. ,4,happy, the best thing about my mothers day was my son and the card my husband got me from our  week old son ,Mumbai,27.72,82,Clouds
2009-06-15 03:00:00,Just got off the  â  Misery loves company..... Haha,4,happy,just got off the    misery loves company haha,Bangalore,23.83,77,Clouds
2009-06-23 12:17:56,ugh sdre isnt coming here  lame. today can suck my dick.,0,sad,ugh sdre isnt coming here  lame today can suck my dick,Chennai,29.34,81,Clouds
2009-06-06 02:02:10,@andyclemmensen tv on mute cause its boring but then ipod with speakers on timer  now thats how its done.,4,happy, tv on mute cause its boring but then ipod with speakers on timer  now thats how its done,Kolkata,28.74,81,Clouds
2009-04-20 07:54:21,TWO More weeks and its back to work. ,0,sad,two more weeks and its back to work ,Hyderabad,23.13,89,Clouds
2009-06-02 02:22:45,is healthy breakfast then back to geography revision ,0,sad,is healthy breakfast then back to geography revision ,Pune,24.11,72,Clouds
2009-06-01 07:36:47,off to sleep. GOOD NIGHT WORLD  hope it'll not rain tomorrow.,4,happy,off to sleep good night world  hope itll not rain tomorrow,Ahmedabad,31.42,58,Clouds
2009-06-04 10:49:39,Kylie's being a bad girl today. ,0,sad,kylies being a bad girl today ,Jaipur,34.37,42,Clouds
2009-06-16 04:54:10,@LaYdeeDeliSh he's definately a strong lil guy! ,4,happy, hes definately a strong lil guy ,Lucknow,29.99,69,Clouds
2009-06-06 20:56:55,I watched UP! This time I cried  It's really sad and hilarious ... That movie totally rocks!,0,sad,i watched up this time i cried  its really sad and hilarious  that movie totally rocks,Delhi,34.12,51,Clouds
2009-05-22 08:14:13,just booked my driving test ,4,happy,just booked my driving test ,Mumbai,27.72,82,Clouds
2009-05-01 23:35:09,i've been working for more than 24 hours now ,0,sad,ive been working for more than  hours now ,Bangalore,23.83,77,Clouds
2009-05-29 18:33:57,"@ddlovato I wish I was a celeb like you, Miley Cyrus, Selena Gomez, Taylor Swift, and all those pretty girls out there! ",4,happy, i wish i was a celeb like you miley cyrus selena gomez taylor swift and all those pretty girls out there ,Chennai,29.34,81,Clouds
2009-05-31 18:18:14,I can't believe the last survivor of the Titanic died...that's really sad! ,0,sad,i cant believe the last survivor of the titanic diedthats really sad ,Kolkata,28.74,81,Clouds
2009-06-01 05:43:03,Starting to wonder if my future landlord is crazy or prejudice against americans.. this may not end well ,0,sad,starting to wonder if my future landlord is crazy or prejudice against americans this may not end well ,Hyderabad,23.13,89,Clouds
2009-05-30 14:27:43,@kiniaq and the reasons are never wrong my dear... they are absolutely lovely  wow,4,happy, and the reasons are never wrong my dear they are absolutely lovely  wow,Pune,24.11,72,Clouds
2009-06-07 15:09:54,@lexia well done on all your reporting.  Haven't been vocal but have enjoyed and appreciated your work. Cheers lady. ,4,happy, well done on all your reporting  havent been vocal but have enjoyed and appreciated your work cheers lady ,Ahmedabad,31.42,58,Clouds
2009-05-18 05:17:39,I would love the 85mm 1.2 .. but would settle for the 85mm 1.8. I'd also love a 1Dsmark3 for it to sit on ,4,happy,i would love the mm   but would settle for the mm  id also love a dsmark for it to sit on ,Jaipur,34.37,42,Clouds
2009-05-29 09:06:36,@AngelIVXXX very good price ,4,happy, very good price ,Lucknow,29.99,69,Clouds
2009-06-05 18:36:02,@MrRathbone You have many friends here who will walk with you through the dark and the light. Smile ,4,happy, you have many friends here who will walk with you through the dark and the light smile ,Delhi,34.12,51,Clouds
2009-05-17 11:46:33,soo hungry! hot dogs with all the fixings? sounds yummy ! ,4,happy,soo hungry hot dogs with all the fixings sounds yummy  ,Mumbai,27.72,82,Clouds
2009-06-01 07:42:51,is having a bad day - email not working properly and looks like the 10km run is off for me ,0,sad,is having a bad day  email not working properly and looks like the km run is off for me ,Bangalore,23.83,77,Clouds
2009-06-07 16:36:04,@officialnjonas you speak my name in chat? please?I am a big fan your...follow me? ,4,happy, you speak my name in chat pleasei am a big fan yourfollow me ,Chennai,29.34,81,Clouds
2009-06-01 23:14:35,"The Tonight Show w/ Conan was AWESOME!!! I missed that tall, pale, red-headed man! ",4,happy,the tonight show w conan was awesome i missed that tall pale redheaded man ,Kolkata,28.74,81,Clouds
2009-05-29 16:46:48,"@Hail_Mary_Jane: never date anyone who's on twitter, then you can't tweet about how whack they are.&lt;----sooooooooo true ",4,happy, never date anyone whos on twitter then you cant tweet about how whack they areltsooooooooo true ,Hyderabad,23.13,89,Clouds
2009-05-29 00:33:49,I need someone to talk to!  Who can that be? ,4,happy,i need someone to talk to  who can that be ,Pune,24.11,72,Clouds
2009-05-17 03:35:52,@BrianMcnugget still your old joker kinda self...im glad...i kinda miss it ,0,sad, still your old joker kinda selfim gladi kinda miss it ,Ahmedabad,31.42,58,Clouds
2009-05-18 00:22:24,un vot pe blogoree pls: http://bit.ly/ueUb6   Multumesc! ,4,happy,un vot pe blogoree pls    multumesc ,Jaipur,34.37,42,Clouds
2009-05-31 16:48:49,"Dear baby, I can't wait until your teething days are over. ",0,sad,dear baby i cant wait until your teething days are over ,Lucknow,29.99,69,Clouds
2009-06-07 19:26:23,"@ninasplayground LOL, I didn't know it was on  OF COURSE if watch that dumb bitches show ;-) like a train wreck... Can't stop watching ;)",0,sad, lol i didnt know it was on  of course if watch that dumb bitches show  like a train wreck cant stop watching ,Delhi,34.12,51,Clouds
2009-06-01 10:44:38,"BlackBerry troubles all over.. fortunately enough I don't have one! My HTC Touch works fine, for almost 2 years! ",4,happy,blackberry troubles all over fortunately enough i dont have one my htc touch works fine for almost  years ,Mumbai,27.72,82,Clouds
2009-05-31 06:25:27,@MeganBull how do you know how much your twitter profile is worth?? haha...or was that a joke? ,4,happy, how do you know how much your twitter profile is worth hahaor was that a joke ,Bangalore,23.83,77,Clouds
2009-05-30 07:41:17,http://mobypicture.com/?yxykxt - I knew it from the start. It's a two year old t-shirt by now. Always makes me pleased to see though. ,4,happy,  i knew it from the start its a two year old tshirt by now always makes me pleased to see though ,Chennai,29.34,81,Clouds
2009-06-07 18:40:02,I had Wendy's before this. That was a bad choice   http://twitpic.com/6vlkp,0,sad,i had wendys before this that was a bad choice   ,Kolkata,28.74,81,Clouds
2009-05-02 01:31:37,@cjm55 Thanks!  ,4,happy, thanks  ,Hyderabad,23.13,89,Clouds
2009-05-17 23:25:04,"why do people not just try to understand instead of getting pissed off  when someone needs you, its cause they love you...",0,sad,why do people not just try to understand instead of getting pissed off  when someone needs you its cause they love you,Pune,24.11,72,Clouds
2009-05-31 10:15:15,@Castiel_ yeah. totally. ,0,sad, yeah totally ,Ahmedabad,31.42,58,Clouds
2009-05-30 00:59:01,@Lumiel Aren't you sweet? ,4,happy, arent you sweet ,Jaipur,34.37,42,Clouds
2009-06-02 02:45:01,CDC Vaccine Advisor Pockets $29 Million Promoting Vaccines -  http://is.gd/M7Q8 - MORE ELITIST SCUM VACCINATION PROFITEERING - Sorry ,0,sad,cdc vaccine advisor pockets  million promoting vaccines     more elitist scum vaccination profiteering  sorry ,Lucknow,29.99,69,Clouds
2009-06-07 12:42:46,@MissChriis i don't know how to celebrate yet. lol but i'm very excited about it. ,4,happy, i dont know how to celebrate yet lol but im very excited about it ,Delhi,34.12,51,Clouds
2009-06-16 04:18:41,@windsorj Poor thing  Hope you feel brighter soon x,0,sad, poor thing  hope you feel brighter soon x,Mumbai,27.72,82,Clouds
2009-06-17 18:48:54,Ah. The perfect summer day was ruined by the rain. Too good to be true.  but its still hot as hell. I feel sticky and gross. Long day. Ha,0,sad,ah the perfect summer day was ruined by the rain too good to be true  but its still hot as hell i feel sticky and gross long day ha,Bangalore,23.83,77,Clouds
2009-06-21 06:40:33, i gotta work today,0,sad, i gotta work today,Chennai,29.34,81,Clouds
2009-04-21 01:36:24,@nowamunkie My pleasure. ,4,happy, my pleasure ,Kolkata,28.74,81,Clouds
2009-06-07 08:04:16,Blood Brothers was Amazing.  Got my program signed by the cast  Got a Picture with Sean Jones. ,4,happy,blood brothers was amazing  got my program signed by the cast  got a picture with sean jones ,Hyderabad,23.13,89,Clouds
2009-04-19 03:44:07,bob to the top high school musical porno. ftw ,4,happy,bob to the top high school musical porno ftw ,Pune,24.11,72,Clouds
2009-06-18 19:18:49,@DavidArchie I'm running a fever  If you gave me a shoutout I swear I'd get better! (HINTHINT!) HAHAHA.,0,sad, im running a fever  if you gave me a shoutout i swear id get better hinthint hahaha,Ahmedabad,31.42,58,Clouds
2009-05-30 20:13:07,"@edicius during this Stanley Cup match up, yes, I am a Pens fan. ",4,happy, during this stanley cup match up yes i am a pens fan ,Jaipur,34.37,42,Clouds
2009-04-21 00:50:34,"@besz I will tell you on Thursday all about Tuesday, I promise. How bout I skip all this, and just eat the monkey for breakfast? ",4,happy, i will tell you on thursday all about tuesday i promise how bout i skip all this and just eat the monkey for breakfast ,Lucknow,29.99,69,Clouds
2009-06-07 10:13:25,I thought it was meant to be a hot summer  to mean rain doesnt mean hot.,0,sad,i thought it was meant to be a hot summer  to mean rain doesnt mean hot,Delhi,34.12,51,Clouds
2009-06-07 04:24:17,@Wolfie75 Welcomes home  Glad you had a fabbo time!,4,happy, welcomes home  glad you had a fabbo time,Mumbai,27.72,82,Clouds
2009-06-02 04:18:02,doesn't know what to do with himself today... but might get some blonde put in his hair for summer ,4,happy,doesnt know what to do with himself today but might get some blonde put in his hair for summer ,Bangalore,23.83,77,Clouds
2009-05-18 07:53:31,"kick  butt, Chuck has been renewed for a third season.  Sucks only 13 episodes though.    http://tr.im/lF45",0,sad,kick  butt chuck has been renewed for a third season  sucks only  episodes though    ,Chennai,29.34,81,Clouds
2009-05-29 01:16:53,just wants to get it over and done with. I miss working ,0,sad,just wants to get it over and done with i miss working ,Kolkata,28.74,81,Clouds
2009-05-31 05:55:36,@Boy_Kill_Boy Anything for first class tix ,4,happy, anything for first class tix ,Hyderabad,23.13,89,Clouds
2009-06-05 08:43:26,"@Jason25329 Sorry to hear that  but hey, you're eating well at least!",0,sad, sorry to hear that  but hey youre eating well at least,Pune,24.11,72,Clouds
2009-06-01 06:26:47,Phew! Done rewriting the 1st bit of my results to order. Reread comments from bosses to ensure I'd incorporated them. Had. But sad now. ,0,sad,phew done rewriting the st bit of my results to order reread comments from bosses to ensure id incorporated them had but sad now ,Ahmedabad,31.42,58,Clouds
2009-06-01 05:07:41,morning tweeple  hope you all have a great monday,4,happy,morning tweeple  hope you all have a great monday,Jaipur,34.37,42,Clouds
2009-06-05 18:33:38,"Home and off for hopefully, a sunny weekend ",4,happy,home and off for hopefully a sunny weekend ,Lucknow,29.99,69,Clouds
2009-06-02 07:41:39,"@innocent_eyez26 OMG :o ahahaa. oh well, thats common there  hihii",4,happy, omg o ahahaa oh well thats common there  hihii,Delhi,34.12,51,Clouds
2009-06-20 06:00:44,packing up my room... ,0,sad,packing up my room ,Mumbai,27.72,82,Clouds
2009-06-03 00:19:30,CEO is on the floor today. Need to be careful while surfing today. It's all work and no play day. ,0,sad,ceo is on the floor today need to be careful while surfing today its all work and no play day ,Bangalore,23.83,77,Clouds
2009-05-30 19:47:24,hitting the gym!  its bout time,0,sad,hitting the gym  its bout time,Chennai,29.34,81,Clouds
2009-06-07 11:18:22,"Wife just left on a motorcycle ride. I still need to get my Washington plates , so I am at home, Drat! ",0,sad,wife just left on a motorcycle ride i still need to get my washington plates  so i am at home drat ,Kolkata,28.74,81,Clouds
2009-06-17 10:48:25,@TwilightilDawn Oh man I want palm trees and the beautiful ocean! Not cow town CO  Follow @peterfacinelli @billy_burke,0,sad, oh man i want palm trees and the beautiful ocean not cow town co  follow  ,Hyderabad,23.13,89,Clouds
2009-06-15 14:10:55,#musicmonday King Blues My Bolder ,4,happy, king blues my bolder ,Pune,24.11,72,Clouds
2009-06-21 08:01:57,"I have a 1,500-word deadline in 2 days, stacks of research materials are surrounding me, and I don't have a clue how to start  Need coffee",0,sad,i have a word deadline in  days stacks of research materials are surrounding me and i dont have a clue how to start  need coffee,Ahmedabad,31.42,58,Clouds
2009-06-01 08:10:56,@gfalcone601 well at least you had a great time and thats what's important! ,4,happy, well at least you had a great time and thats whats important ,Jaipur,34.37,42,Clouds
2009-06-21 08:46:42,"Oh and more car FAIL, after all the work i had done Fri., the Check Engine light went on just as i got home last night ",0,sad,oh and more car fail after all the work i had done fri the check engine light went on just as i got home last night ,Lucknow,29.99,69,Clouds
2009-06-25 07:33:59,@itwittmyclit I'm jealous. I wanna nerd out ,0,sad, im jealous i wanna nerd out ,Delhi,34.12,51,Clouds
2009-05-01 23:21:14,"@PiKaHsSo Sup fam? Hope you have a GREAT weekend! Keep doing what u do, we appreciate u ",4,happy, sup fam hope you have a great weekend keep doing what u do we appreciate u ,Mumbai,27.72,82,Clouds
2009-05-02 06:22:48,http://twitpic.com/4eg0i - Before his hair cut. I just wanna kiss that little face all day long ,4,happy,  before his hair cut i just wanna kiss that little face all day long ,Bangalore,23.83,77,Clouds
2009-05-18 00:24:41,@mike_rhodes r u romeo from somewhere? ,4,happy, r u romeo from somewhere ,Chennai,29.34,81,Clouds
2009-06-17 18:14:56,Only problem with Google Chrome: no foxkeh ,0,sad,only problem with google chrome no foxkeh ,Kolkata,28.74,81,Clouds
2009-05-31 14:03:18,Figuring out how to live a life where I'm my own boss... fun ,4,happy,figuring out how to live a life where im my own boss fun ,Hyderabad,23.13,89,Clouds
2009-05-22 08:08:05,"CAN YOU SAY AFTER 30 HOURS OF TRAVELING IM FINALLY IN ARGENTINA?! yes! oh hello Buenos Aires, how i love you ",4,happy,can you say after  hours of traveling im finally in argentina yes oh hello buenos aires how i love you ,Pune,24.11,72,Clouds
2009-05-30 07:10:44,@dawnmcwilliams Saha ,0,sad, saha ,Ahmedabad,31.42,58,Clouds
2009-05-31 07:23:09,I don't feel well at all. Dizziness and vomit. No fun ,0,sad,i dont feel well at all dizziness and vomit no fun ,Jaipur,34.37,42,Clouds
2009-05-30 17:10:25,"I want to drink tonight,, want a cosmopolitan ",4,happy,i want to drink tonight want a cosmopolitan ,Lucknow,29.99,69,Clouds
2009-06-15 18:18:01,@dance2jeffreee I have already watch that video lol ,4,happy, i have already watch that video lol ,Delhi,34.12,51,Clouds
2009-06-20 18:43:51,Everytime she stops talkin or replying for hours or days it is like she's leavin me all over again ,0,sad,everytime she stops talkin or replying for hours or days it is like shes leavin me all over again ,Mumbai,27.72,82,Clouds
2009-06-03 04:48:15,is off to work til 4! Happy Hump Day! ,4,happy,is off to work til  happy hump day ,Bangalore,23.83,77,Clouds
2009-04-18 08:15:19,@girl_alex ....  Hope you're okay?,0,sad,   hope youre okay,Chennai,29.34,81,Clouds
2009-06-07 10:50:29,"i made 29 updates today, my record xD talk to you tomorrow bye ",4,happy,i made  updates today my record xd talk to you tomorrow bye ,Kolkata,28.74,81,Clouds
2009-06-01 01:47:07,@disco_di aww tell me about it!!! its just not the same  hope you have a better day,0,sad, aww tell me about it its just not the same  hope you have a better day,Hyderabad,23.13,89,Clouds
2009-05-18 07:55:38,"@SomeWriter Hey, great minds think alike! ",4,happy, hey great minds think alike ,Pune,24.11,72,Clouds
2009-05-10 09:13:45,Mother's Day is a traditionally time for BBQ here ... unfortunately I don't like BBQ at all  ... but I am also not a mother ;-) ;-),0,sad,mothers day is a traditionally time for bbq here  unfortunately i dont like bbq at all   but i am also not a mother  ,Ahmedabad,31.42,58,Clouds
2009-05-31 19:06:56,back from school w/ @_gerardo. Making a grocery run w/ @kellan_craddock before celebrating @chadachi's 22nd birthday with a barbeque. ,4,happy,back from school w  making a grocery run w  before celebrating s nd birthday with a barbeque ,Jaipur,34.37,42,Clouds
2009-04-20 01:42:53,Summat to make your laugh today http://budurl.com/beckhams ,4,happy,summat to make your laugh today  ,Lucknow,29.99,69,Clouds
2009-05-30 11:32:49,"regretting not wearing sunscreen today, spent 6 hours walking round Kew Gardens during a mini heatwave. Healthy glow is an understatement ",0,sad,regretting not wearing sunscreen today spent  hours walking round kew gardens during a mini heatwave healthy glow is an understatement ,Delhi,34.12,51,Clouds
2009-05-16 23:18:07,Shot after shot. Alc is lying to me ,0,sad,shot after shot alc is lying to me ,Mumbai,27.72,82,Clouds
2009-05-31 23:07:21,@kirstiealley Prizes are good! ,4,happy, prizes are good ,Bangalore,23.83,77,Clouds
2009-05-29 15:44:13,"Everyone follow @JKitsJena because this twitter is fawked, pleeeeease and thank you ",4,happy,everyone follow  because this twitter is fawked pleeeeease and thank you ,Chennai,29.34,81,Clouds
2009-05-30 22:16:00,@ the booptys crib watching chucky 3 with the little one my boopty aint feeling well ,0,sad, the booptys crib watching chucky  with the little one my boopty aint feeling well ,Kolkata,28.74,81,Clouds
2009-06-01 17:05:21,im off from one job and now im off to my next one. i wish i was rich and didnt have to worry about money. but i have to cuz of my son.   ,0,sad,im off from one job and now im off to my next one i wish i was rich and didnt have to worry about money but i have to cuz of my son   ,Hyderabad,23.13,89,Clouds
2009-06-25 05:51:13,"@BT_broadband Ah, well, we're both in the same boat then. I switched because they were throttling the speed every single night. ",0,sad, ah well were both in the same boat then i switched because they were throttling the speed every single night ,Pune,24.11,72,Clouds
2009-05-30 09:21:46,and @thedebbyryan http://www.debbyandchrisryanfansite.webs.com/ is WRONG tha page dont found  follow us -we r ur team TEAMofDEBBYRYAN,0,sad,and   is wrong tha page dont found  follow us we r ur team teamofdebbyryan,Ahmedabad,31.42,58,Clouds
2009-05-10 01:52:14,@tonyrobbins &quot;paradise is where I am.&quot; he also said ,4,happy, quotparadise is where i amquot he also said ,Jaipur,34.37,42,Clouds
2009-06-19 18:11:42,@Guitargirl5595 yeah so now i am all bummed cause now i dont have college anymore ,0,sad, yeah so now i am all bummed cause now i dont have college anymore ,Lucknow,29.99,69,Clouds
2009-05-29 23:39:18,@TomboyTigress  you told me you LIKED my marshmallow fish. *runs off crying*,0,sad,  you told me you liked my marshmallow fish runs off crying,Delhi,34.12,51,Clouds
2009-05-03 20:31:30,is back at the hotel. wifi doesn't reach the room  http://plurk.com/p/rnauu,0,sad,is back at the hotel wifi doesnt reach the room  ,Mumbai,27.72,82,Clouds
2009-06-16 01:56:16,"Im a very open girl and if you remain respectful, we will have a lot of fun  See my pics here http://sa9.us/HornySophie",4,happy,im a very open girl and if you remain respectful we will have a lot of fun  see my pics here ,Bangalore,23.83,77,Clouds
2009-06-15 02:49:50,@jaimeeashley i demand a picture of the red hair please and thankyou ,4,happy, i demand a picture of the red hair please and thankyou ,Chennai,29.34,81,Clouds
2009-06-06 10:29:26,I will try to remember to Twitter from the George Strait concert ,4,happy,i will try to remember to twitter from the george strait concert ,Kolkata,28.74,81,Clouds
2009-06-06 09:18:17,going to take some photo and ride my whole new bike~~ ,4,happy,going to take some photo and ride my whole new bike ,Hyderabad,23.13,89,Clouds
2009-06-01 11:12:26,good afternnon world althought the weather is bad i hate the rainny season ,0,sad,good afternnon world althought the weather is bad i hate the rainny season ,Pune,24.11,72,Clouds
2009-06-01 09:39:44,"Hai, anyone wanna hang? ",4,happy,hai anyone wanna hang ,Ahmedabad,31.42,58,Clouds
2009-06-15 14:43:51,"@victoriastevens yeah, i've started too ",0,sad, yeah ive started too ,Jaipur,34.37,42,Clouds
2009-05-29 23:54:08,I have got to bid ou all goodnight tweeps. Need to spend more QTwith @Mike103g the miniscule before he leaves for the week ,4,happy,i have got to bid ou all goodnight tweeps need to spend more qtwith  the miniscule before he leaves for the week ,Lucknow,29.99,69,Clouds
2009-05-22 03:51:41,Tra la la la la!  might make a video later  see if i can be bothered ,4,happy,tra la la la la  might make a video later  see if i can be bothered ,Delhi,34.12,51,Clouds
2009-06-06 13:23:42,@SamanthaOfUM lol that would tiiiiight but idk about money situation! ,0,sad, lol that would tiiiiight but idk about money situation ,Mumbai,27.72,82,Clouds
2009-06-05 09:54:17,I miss Ashley so much right now ,0,sad,i miss ashley so much right now ,Bangalore,23.83,77,Clouds
2009-05-29 22:50:33,i can't believe this is all part of my detox (it is) because i was so fine and now i'm talking all core wounds! oh my god! jesus help me! ,4,happy,i cant believe this is all part of my detox it is because i was so fine and now im talking all core wounds oh my god jesus help me ,Chennai,29.34,81,Clouds
2009-05-29 15:38:11,is rockin' a minivan til the STi is ready. I miss it already ,0,sad,is rockin a minivan til the sti is ready i miss it already ,Kolkata,28.74,81,Clouds
2009-06-14 22:47:17,"Sooooo happy right now.  I &lt;3 my old high school friends.  Miss the boy already, though. ",0,sad,sooooo happy right now  i lt my old high school friends  miss the boy already though ,Hyderabad,23.13,89,Clouds
2009-06-01 03:24:55,"@Young_SoulBlade hey, wassup? ",4,happy, hey wassup ,Pune,24.11,72,Clouds
